DATE,CLOUDINESS,HUMIDITY,MAX_TEMP,MIN_TEMP,MEAN_TEMP,PRECIPITATION
1951-12-09,6,80,93,55,74,56
1951-12-10,5,87,66,8,34,50
1951-12-11,1,87,72,-27,16,2
1951-12-12,3,98,5,-51,-25,2
1951-12-13,1,96,13,-74,-38,3
1951-12-14,0,97,21,-53,-21,3
1951-12-15,6,97,63,-13,36,0
1951-12-16,8,99,94,57,77,13
1951-12-17,8,98,79,58,69,1
1951-12-18,8,100,58,22,35,0
1951-12-19,6,98,44,24,36,0
1951-12-20,3,85,61,20,39,2
1951-12-21,8,98,65,20,46,3
1951-12-22,6,98,70,4,38,0
1951-12-23,8,99,65,6,44,15
1951-12-24,6,89,95,32,66,25
1951-12-25,7,94,106,53,78,71
1951-12-26,4,94,76,23,49,0
1951-12-27,6,90,52,19,39,58
1951-12-28,4,89,59,26,38,20
1951-12-29,6,86,58,28,37,16
1951-12-30,4,93,64,8,34,8
1951-12-31,6,89,50,3,30,0
1952-01-01,7,90,51,3,29,33
1952-01-02,7,90,83,24,54,148
1952-01-03,4,93,64,9,29,34
1952-01-04,6,90,61,12,30,47
1952-01-05,6,95,41,-21,18,4
1952-01-06,7,97,68,-13,38,1
1952-01-07,8,99,78,66,71,7
1952-01-08,7,91,73,34,54,1
1952-01-09,7,85,68,11,49,39
1952-01-10,7,91,89,28,49,54
1952-01-11,5,80,98,27,60,34
1952-01-12,4,84,61,10,33,15
1952-01-13,4,86,58,-8,24,12
1952-01-14,4,90,80,12,47,48
1952-01-15,6,90,101,21,70,1
1952-01-16,4,88,70,0,35,50
1952-01-17,6,92,39,0,15,55
1952-01-18,7,87,47,5,29,68
1952-01-19,4,87,34,-1,17,18
1952-01-20,8,94,27,0,12,32
1952-01-21,8,90,22,12,17,8
1952-01-22,8,87,28,6,16,0
1952-01-23,8,92,14,-9,3,0
1952-01-24,7,93,2,-22,-9,2
1952-01-25,5,89,15,-52,-20,2
1952-01-26,7,95,10,-22,-2,17
1952-01-27,7,96,12,-27,-9,87
1952-01-28,4,90,2,-63,-28,16
1952-01-29,7,95,25,-1,14,0
1952-01-30,8,99,18,1,9,3
1952-01-31,7,92,31,-2,13,163
1952-02-01,5,93,27,2,15,35
1952-02-02,3,92,51,-8,14,2
1952-02-03,7,99,22,-9,4,41
1952-02-04,4,93,58,-13,17,3
1952-02-05,3,88,61,-11,21,1
1952-02-06,8,93,60,12,39,13
1952-02-07,7,86,64,39,53,2
1952-02-08,4,85,64,10,33,11
1952-02-09,5,91,46,-11,11,22
1952-02-10,8,93,52,-9,9,105
1952-02-11,6,84,58,-23,22,50
1952-02-12,4,85,48,-30,-1,5
1952-02-13,3,94,20,-46,-13,9
1952-02-14,6,91,29,-26,-3,2
1952-02-15,1,89,15,-33,-12,0
1952-02-16,5,92,36,-70,-11,9
1952-02-17,6,94,38,-16,12,4
1952-02-18,6,95,38,-19,8,3
1952-02-19,7,95,74,-4,37,3
1952-02-20,8,87,85,37,56,6
1952-02-21,8,88,77,49,61,1
1952-02-22,8,84,59,27,47,0
1952-02-23,5,90,60,-25,26,0
1952-02-24,7,90,69,-25,32,0
1952-02-25,8,93,77,45,59,1
1952-02-26,4,81,100,15,55,0
1952-02-27,3,88,91,-11,34,1
1952-02-28,8,90,48,11,27,0
1952-02-29,7,95,66,15,40,27
1952-03-01,6,93,61,4,32,5
1952-03-02,5,86,128,33,77,0
1952-03-03,6,83,143,52,90,0
1952-03-04,4,83,140,33,86,29
1952-03-05,6,88,123,51,83,65
1952-03-06,6,87,115,20,66,0
1952-03-07,7,68,78,20,45,17
1952-03-08,7,75,47,10,28,18
1952-03-09,6,71,104,5,57,9
1952-03-10,6,92,110,43,72,19
1952-03-11,4,85,83,-12,48,0
1952-03-12,7,87,68,-15,33,1
1952-03-13,6,79,59,-4,35,0
1952-03-14,1,66,63,-34,12,0
1952-03-15,1,59,99,-22,37,0
1952-03-16,4,80,122,-11,65,0
1952-03-17,4,85,157,42,96,0
1952-03-18,5,91,123,54,82,22
1952-03-19,4,86,155,24,78,1
1952-03-20,6,94,94,57,75,36
1952-03-21,7,83,91,42,63,8
1952-03-22,5,89,130,44,80,96
1952-03-23,5,75,91,32,62,0
1952-03-24,8,90,72,53,62,53
1952-03-25,7,90,61,24,46,88
1952-03-26,8,79,26,-5,11,13
1952-03-27,4,69,48,-31,6,0
1952-03-28,5,78,36,-22,0,0
1952-03-29,8,88,1,-21,-9,85
1952-03-30,8,94,4,-21,-4,38
1952-03-31,8,88,21,-9,4,2
1952-04-01,3,81,72,-25,18,1
1952-04-02,3,87,66,-20,22,11
1952-04-03,2,81,84,-12,33,0
1952-04-04,5,80,110,-16,48,0
1952-04-05,2,72,116,2,61,0
1952-04-06,6,84,134,31,85,44
1952-04-07,8,91,128,76,103,75
1952-04-08,7,93,145,59,101,9
1952-04-09,5,77,215,51,142,1
1952-04-10,4,67,211,101,151,0
1952-04-11,3,69,215,91,147,0
1952-04-12,6,79,186,97,135,0
1952-04-13,4,73,205,97,144,0
1952-04-14,0,75,202,63,140,0
1952-04-15,1,70,223,99,160,0
1952-04-16,0,75,203,73,135,1
1952-04-17,0,66,212,74,148,0
1952-04-18,0,62,222,71,146,0
1952-04-19,0,72,208,64,133,0
1952-04-20,5,88,152,66,112,34
1952-04-21,7,86,159,66,118,20
1952-04-22,5,77,139,61,101,5
1952-04-23,4,80,137,42,90,29
1952-04-24,3,79,145,29,90,1
1952-04-25,4,77,131,28,83,0
1952-04-26,5,74,119,43,81,0
1952-04-27,6,86,92,9,61,14
1952-04-28,5,90,121,27,70,70
1952-04-29,2,78,153,6,84,1
1952-04-30,0,59,236,53,153,0
1952-05-01,3,56,264,92,180,0
1952-05-02,4,60,230,101,167,0
1952-05-03,5,75,219,98,148,15
1952-05-04,5,85,170,92,131,9
1952-05-05,5,87,164,89,122,4
1952-05-06,5,74,211,77,146,9
1952-05-07,4,74,174,92,137,11
1952-05-08,1,64,218,84,159,0
1952-05-09,5,81,166,60,127,5
1952-05-10,3,73,205,39,128,1
1952-05-11,5,77,195,78,137,14
1952-05-12,4,78,162,60,109,10
1952-05-13,3,77,171,49,117,0
1952-05-14,4,79,196,30,127,0
1952-05-15,5,86,210,101,147,0
1952-05-16,2,79,202,90,147,1
1952-05-17,6,74,192,79,139,0
1952-05-18,4,73,219,103,163,0
1952-05-19,3,64,191,74,141,0
1952-05-20,2,53,159,56,108,0
1952-05-21,2,57,173,33,116,0
1952-05-22,3,68,167,51,113,0
1952-05-23,7,80,161,49,114,0
1952-05-24,8,76,152,90,116,0
1952-05-25,8,75,151,101,124,0
1952-05-26,7,85,154,103,120,10
1952-05-27,7,88,169,70,118,39
1952-05-28,5,79,145,44,113,40
1952-05-29,6,80,135,39,101,8
1952-05-30,5,70,181,84,129,0
1952-05-31,7,90,179,124,152,43
1952-06-01,7,88,224,135,167,43
1952-06-02,6,78,174,110,143,13
1952-06-03,4,77,173,64,129,0
1952-06-04,2,70,203,48,134,0
1952-06-05,5,62,246,92,175,0
1952-06-06,7,84,236,120,163,52
1952-06-07,5,81,170,62,124,20
1952-06-08,5,71,171,32,116,18
1952-06-09,6,81,178,83,125,6
1952-06-10,4,73,203,62,143,0
1952-06-11,7,78,187,130,154,0
1952-06-12,4,80,190,112,151,0
1952-06-13,3,77,254,97,179,39
1952-06-14,7,89,192,137,158,2
1952-06-15,7,96,137,59,110,58
1952-06-16,5,78,171,37,112,1
1952-06-17,5,72,226,84,162,5
1952-06-18,3,75,202,98,152,0
1952-06-19,6,77,153,90,125,34
1952-06-20,6,82,158,85,129,10
1952-06-21,7,89,162,112,131,38
1952-06-22,7,94,149,99,129,87
1952-06-23,5,81,176,84,127,0
1952-06-24,7,76,182,108,145,0
1952-06-25,7,85,179,128,152,0
1952-06-26,4,76,167,87,133,0
1952-06-27,2,73,236,66,164,0
1952-06-28,1,72,256,98,194,0
1952-06-29,4,69,280,135,206,0
1952-06-30,1,76,278,118,208,0
1952-07-01,0,74,293,130,232,0
1952-07-02,4,72,288,174,234,0
1952-07-03,8,92,191,129,165,522
1952-07-04,5,86,200,135,163,141
1952-07-05,2,69,262,138,203,0
1952-07-06,3,68,309,181,246,0
1952-07-07,5,79,273,167,215,1
1952-07-08,5,78,279,148,208,0
1952-07-09,6,88,210,148,179,15
1952-07-10,2,84,239,112,178,1
1952-07-11,3,83,231,123,177,0
1952-07-12,6,81,191,118,153,41
1952-07-13,7,79,196,125,159,0
1952-07-14,7,76,177,126,155,0
1952-07-15,6,78,181,91,142,22
1952-07-16,6,77,186,91,146,0
1952-07-17,8,83,182,128,153,22
1952-07-18,6,81,197,138,165,40
1952-07-19,8,81,203,147,175,0
1952-07-20,5,85,225,121,177,0
1952-07-21,2,83,235,85,167,0
1952-07-22,3,83,252,119,189,0
1952-07-23,5,80,187,120,153,0
1952-07-24,5,79,187,97,144,2
1952-07-25,5,85,202,69,146,0
1952-07-26,4,84,222,101,162,0
1952-07-27,7,81,186,101,147,6
1952-07-28,5,91,142,70,114,114
1952-07-29,4,87,181,62,129,33
1952-07-30,6,87,193,96,153,15
1952-07-31,5,89,225,125,167,0
1952-08-01,5,87,251,122,173,125
1952-08-02,6,86,241,137,182,62
1952-08-03,4,83,201,131,163,81
1952-08-04,4,84,204,124,163,0
1952-08-05,3,77,242,122,183,0
1952-08-06,8,91,216,131,176,48
1952-08-07,7,89,218,153,179,35
1952-08-08,6,87,206,149,170,62
1952-08-09,6,88,194,149,164,60
1952-08-10,6,82,195,146,167,10
1952-08-11,5,90,228,134,176,2
1952-08-12,3,83,259,163,207,0
1952-08-13,2,79,229,119,184,0
1952-08-14,6,85,220,102,169,1
1952-08-15,6,88,231,140,183,37
1952-08-16,5,87,199,121,160,10
1952-08-17,7,91,196,133,153,87
1952-08-18,7,83,188,124,156,14
1952-08-19,7,93,174,127,146,65
1952-08-20,8,94,178,117,151,143
1952-08-21,7,83,173,118,146,10
1952-08-22,4,82,195,89,143,0
1952-08-23,1,85,222,82,153,0
1952-08-24,5,88,227,103,164,0
1952-08-25,5,87,216,119,159,1
1952-08-26,5,80,204,122,156,0
1952-08-27,7,80,223,139,185,2
1952-08-28,3,78,199,96,161,0
1952-08-29,2,78,221,87,157,0
1952-08-30,5,81,232,123,173,0
1952-08-31,6,90,212,137,173,0
1952-09-01,4,76,215,123,174,1
1952-09-02,4,78,191,91,143,0
1952-09-03,7,87,181,105,139,118
1952-09-04,7,85,158,80,123,32
1952-09-05,6,80,161,80,118,90
1952-09-06,4,86,152,50,102,11
1952-09-07,5,79,162,42,105,2
1952-09-08,4,79,161,62,111,0
1952-09-09,3,84,163,42,108,0
1952-09-10,5,80,167,87,123,0
1952-09-11,4,78,171,64,114,0
1952-09-12,3,75,170,71,118,0
1952-09-13,4,84,171,60,113,0
1952-09-14,5,75,152,67,113,0
1952-09-15,4,71,179,90,128,0
1952-09-16,1,77,178,57,121,0
1952-09-17,5,85,160,12,93,18
1952-09-18,4,88,138,45,89,9
1952-09-19,5,85,121,45,76,21
1952-09-20,6,86,126,47,86,9
1952-09-21,6,89,153,86,110,38
1952-09-22,7,82,140,79,109,7
1952-09-23,7,86,178,117,147,0
1952-09-24,7,86,162,132,145,0
1952-09-25,6,92,145,100,125,175
1952-09-26,6,88,130,90,105,116
1952-09-27,6,89,137,62,100,59
1952-09-28,5,81,146,72,105,21
1952-09-29,6,87,122,83,100,27
1952-09-30,7,93,119,70,98,38
1952-10-01,6,90,121,95,110,33
1952-10-02,8,93,124,101,107,20
1952-10-03,5,91,124,37,94,1
1952-10-04,6,86,147,32,97,12
1952-10-05,5,81,130,46,92,2
1952-10-06,6,86,114,46,91,18
1952-10-07,6,84,131,69,100,10
1952-10-08,4,79,137,44,87,1
1952-10-09,7,86,126,70,98,46
1952-10-10,4,84,128,56,82,36
1952-10-11,3,83,116,4,69,6
1952-10-12,1,85,134,-18,46,0
1952-10-13,7,89,67,18,41,51
1952-10-14,5,96,56,19,45,45
1952-10-15,6,90,96,21,64,74
1952-10-16,4,88,132,17,71,16
1952-10-17,1,87,142,-1,58,1
1952-10-18,2,83,121,-10,57,0
1952-10-19,4,78,104,29,60,0
1952-10-20,6,78,74,27,46,0
1952-10-21,7,86,63,9,41,0
1952-10-22,6,92,115,41,75,2
1952-10-23,4,95,118,59,86,4
1952-10-24,5,91,145,63,102,54
1952-10-25,2,84,143,76,111,14
1952-10-26,3,89,141,76,103,0
1952-10-27,6,86,146,63,108,3
1952-10-28,8,85,173,109,133,73
1952-10-29,5,84,148,94,121,8
1952-10-30,6,91,118,68,87,64
1952-10-31,4,90,110,7,66,54
1952-11-01,7,97,92,1,58,39
1952-11-02,6,91,120,53,87,132
1952-11-03,6,92,108,46,77,23
1952-11-04,7,87,92,28,70,12
1952-11-05,8,88,100,69,83,28
1952-11-06,7,81,102,63,85,139
1952-11-07,5,83,102,39,65,86
1952-11-08,5,83,85,30,56,24
1952-11-09,6,86,90,22,56,29
1952-11-10,6,88,93,56,76,67
1952-11-11,4,86,82,2,44,38
1952-11-12,5,91,86,-13,32,2
1952-11-13,5,92,70,5,31,2
1952-11-14,6,89,61,1,20,1
1952-11-15,8,90,29,-16,2,0
1952-11-16,8,97,10,-7,4,16
1952-11-17,5,85,12,-35,-10,2
1952-11-18,6,89,1,-24,-11,0
1952-11-19,8,89,52,-9,32,22
1952-11-20,5,82,34,-11,14,16
1952-11-21,8,91,50,13,32,29
1952-11-22,7,94,55,4,40,1
1952-11-23,4,92,57,14,35,67
1952-11-24,3,91,22,-38,-1,17
1952-11-25,1,92,40,-43,-11,3
1952-11-26,5,91,24,-38,-13,0
1952-11-27,8,95,4,-13,-3,9
1952-11-28,5,95,8,-65,-13,70
1952-11-29,8,96,-8,-71,-28,1
1952-11-30,5,94,0,-38,-17,4
1952-12-01,2,88,-9,-54,-38,0
1952-12-02,3,89,4,-59,-33,5
1952-12-03,4,84,45,4,27,19
1952-12-04,4,85,46,-25,7,0
1952-12-05,7,97,52,-9,21,1
1952-12-06,7,92,49,-18,21,0
1952-12-07,5,97,47,-34,-2,0
1952-12-08,1,97,4,-61,-38,2
1952-12-09,8,96,-19,-58,-31,0
1952-12-10,5,96,-6,-36,-23,1
1952-12-11,8,98,40,-21,13,15
1952-12-12,6,96,57,2,36,24
1952-12-13,8,99,30,2,13,23
1952-12-14,6,97,31,0,16,26
1952-12-15,5,91,16,-30,2,42
1952-12-16,6,94,31,-27,-2,91
1952-12-17,8,91,60,3,38,89
1952-12-18,4,96,37,-29,7,4
1952-12-19,7,98,22,-40,-2,29
1952-12-20,6,94,84,22,57,108
1952-12-21,5,85,68,42,51,8
1952-12-22,6,96,59,24,41,46
1952-12-23,6,98,75,5,46,31
